,Invoice Date,Product,Region,Retailer,Sales Method,State,Price per Unit,Total Sales,Units Sold
2134,2021-07-13,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,1013.0,23.0
2135,2021-10-15,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Massachusetts,55,550.0,10.0
2136,2021-01-07,Women's Athletic Footwear,Northeast,Sports Direct,In-store,New Jersey,35,525.0,15.0
2137,2021-11-07,Women's Athletic Footwear,Northeast,Sports Direct,In-store,New Jersey,50,1250.0,25.0
2138,2021-12-06,Women's Athletic Footwear,Northeast,Sports Direct,In-store,New Jersey,50,1375.0,28.0
2139,2021-01-17,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Rhode Island,35,350.0,10.0
2140,2021-11-07,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Rhode Island,50,1000.0,20.0
2141,2021-12-06,Women's Athletic Footwear,Northeast,Sports Direct,In-store,Rhode Island,50,1125.0,23.0
2142,2021-04-04,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,30,600.0,20.0
2143,2021-03-03,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,30,750.0,25.0
2144,2021-09-03,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,45,900.0,20.0
2145,2021-05-03,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,45,1238.0,28.0
2146,2021-06-05,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,45,1350.0,30.0
2147,2021-07-03,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,45,1463.0,33.0
2148,2021-08-04,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,45,1463.0,33.0
2149,2021-10-05,Women's Street Footwear,Northeast,Sports Direct,In-store,Connecticut,55,963.0,18.0
2150,2021-09-20,Women's Street Footwear,Northeast,Sports Direct,In-store,Maryland,40,500.0,13.0
2151,2021-07-20,Women's Street Footwear,Northeast,Sports Direct,In-store,Maryland,40,800.0,20.0
2152,2021-08-21,Women's Street Footwear,Northeast,Sports Direct,In-store,Maryland,40,800.0,20.0
2153,2021-10-22,Women's Street Footwear,Northeast,Sports Direct,In-store,Maryland,50,500.0,10.0
2154,2021-04-14,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,30,450.0,15.0
2155,2021-03-13,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,30,600.0,20.0
2156,2021-09-13,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,675.0,15.0
2157,2021-05-13,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,1013.0,23.0
2158,2021-06-15,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,1125.0,25.0
2159,2021-07-13,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,1238.0,28.0
2160,2021-08-14,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,45,1238.0,28.0
2161,2021-10-15,Women's Street Footwear,Northeast,Sports Direct,In-store,Massachusetts,55,688.0,13.0
2162,2021-02-05,Women's Street Footwear,Northeast,Sports Direct,In-store,New Jersey,30,750.0,25.0
2163,2021-01-07,Women's Street Footwear,Northeast,Sports Direct,In-store,New Jersey,30,900.0,30.0
2164,2021-11-07,Women's Street Footwear,Northeast,Sports Direct,In-store,New Jersey,50,1350.0,27.0
2165,2021-12-06,Women's Street Footwear,Northeast,Sports Direct,In-store,New Jersey,50,1625.0,33.0
2166,2021-02-15,Women's Street Footwear,Northeast,Sports Direct,In-store,Rhode Island,30,600.0,20.0
2167,2021-01-17,Women's Street Footwear,Northeast,Sports Direct,In-store,Rhode Island,30,750.0,25.0
2168,2021-11-07,Women's Street Footwear,Northeast,Sports Direct,In-store,Rhode Island,50,1100.0,22.0
2169,2021-12-06,Women's Street Footwear,Northeast,Sports Direct,In-store,Rhode Island,50,1375.0,28.0
2170,2021-04-21,Men's Apparel,Northeast,West Gear,In-store,Maryland,45,225.0,5.0
2171,2021-03-20,Men's Apparel,Northeast,West Gear,In-store,Maryland,45,338.0,8.0
2172,2021-02-22,Men's Apparel,Northeast,West Gear,In-store,Maryland,45,563.0,13.0
2173,2021-05-20,Men's Apparel,Northeast,West Gear,In-store,Maryland,50,625.0,13.0
2174,2021-03-08,Men's Apparel,Northeast,West Gear,In-store,New York,55,2613.0,48.0
2175,2021-04-09,Men's Apparel,Northeast,West Gear,In-store,New York,55,2613.0,48.0
2176,2021-09-08,Men's Apparel,Northeast,West Gear,In-store,New York,55,2888.0,53.0
2177,2021-02-10,Men's Apparel,Northeast,West Gear,In-store,New York,55,3025.0,55.0
2178,2021-08-09,Men's Apparel,Northeast,West Gear,In-store,New York,55,3025.0,55.0
2179,2021-05-08,Men's Apparel,Northeast,West Gear,In-store,New York,60,3150.0,53.0
2180,2021-10-10,Men's Apparel,Northeast,West Gear,In-store,New York,60,3000.0,50.0
2181,2021-11-09,Men's Apparel,Northeast,West Gear,In-store,New York,65,3575.0,55.0
2182,2021-06-10,Men's Apparel,Northeast,West Gear,In-store,New York,65,3594.5,58.0
2183,2021-07-08,Men's Apparel,Northeast,West Gear,In-store,New York,65,3594.5,60.0
2184,2021-09-18,Men's Apparel,Northeast,West Gear,In-store,West Virginia,35,788.0,23.0
2185,2021-03-16,Men's Apparel,Northeast,West Gear,In-store,West Virginia,40,900.0,23.0
2186,2021-10-17,Men's Apparel,Northeast,West Gear,In-store,West Virginia,45,788.0,18.0
2187,2021-05-18,Men's Apparel,Northeast,West Gear,In-store,West Virginia,45,1013.0,23.0
2188,2021-06-17,Men's Apparel,Northeast,West Gear,In-store,West Virginia,45,1238.0,28.0
2189,2021-02-17,Men's Apparel,Northeast,West Gear,In-store,West Virginia,50,1250.0,25.0
2190,2021-08-17,Men's Apparel,Northeast,West Gear,In-store,West Virginia,50,1250.0,25.0
2191,2021-07-16,Men's Apparel,Northeast,West Gear,In-store,West Virginia,60,1800.0,30.0
2192,2021-04-17,Men's Apparel,Northeast,West Gear,In-store,West Virginia,65,1300.0,20.0
2193,2021-04-21,Men's Athletic Footwear,Northeast,West Gear,In-store,Maryland,35,438.0,13.0
2194,2021-03-20,Men's Athletic Footwear,Northeast,West Gear,In-store,Maryland,35,525.0,15.0
2195,2021-05-20,Men's Athletic Footwear,Northeast,West Gear,In-store,Maryland,45,788.0,18.0
2196,2021-06-22,Men's Athletic Footwear,Northeast,West Gear,In-store,Maryland,45,1125.0,25.0
2197,2021-04-09,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,45,2363.0,53.0
2198,2021-03-08,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,45,2475.0,55.0
2199,2021-11-09,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,50,3000.0,60.0
2200,2021-10-10,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,50,3125.0,63.0
2201,2021-09-08,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,50,3250.0,65.0
2202,2021-05-08,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,55,3163.0,58.0
2203,2021-06-10,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,55,3438.0,63.0
2204,2021-12-08,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,55,3594.5,68.0
2205,2021-07-08,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,60,3594.5,70.0
2206,2021-08-09,Men's Athletic Footwear,Northeast,West Gear,In-store,New York,60,3594.5,70.0
2207,2021-11-11,Men's Athletic Footwear,Northeast,West Gear,In-store,Vermont,60,1950.0,33.0
2208,2021-02-22,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,35,438.0,13.0
2209,2021-04-17,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,30,750.0,25.0
2210,2021-03-16,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,30,825.0,28.0
2211,2021-09-18,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,30,1050.0,35.0
2212,2021-10-17,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,35,963.0,28.0
2213,2021-05-18,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,40,1200.0,30.0
2214,2021-06-17,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,40,1700.0,43.0
2215,2021-08-17,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,45,1350.0,30.0
2216,2021-07-16,Men's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,55,2200.0,40.0
2217,2021-04-21,Men's Street Footwear,Northeast,West Gear,In-store,Maryland,35,1488.0,43.0
2218,2021-03-20,Men's Street Footwear,Northeast,West Gear,In-store,Maryland,35,1558.0,45.0
2219,2021-05-20,Men's Street Footwear,Northeast,West Gear,In-store,Maryland,50,2350.0,47.0
2220,2021-06-22,Men's Street Footwear,Northeast,West Gear,In-store,Maryland,50,2500.0,50.0
2221,2021-04-09,Men's Street Footwear,Northeast,West Gear,In-store,New York,45,3594.5,71.0
2222,2021-03-08,Men's Street Footwear,Northeast,West Gear,In-store,New York,45,3594.5,71.0
2223,2021-09-08,Men's Street Footwear,Northeast,West Gear,In-store,New York,55,3594.5,71.0
2224,2021-05-08,Men's Street Footwear,Northeast,West Gear,In-store,New York,55,3594.5,71.0
2225,2021-06-10,Men's Street Footwear,Northeast,West Gear,In-store,New York,60,3594.5,71.0
2226,2021-11-09,Men's Street Footwear,Northeast,West Gear,In-store,New York,60,3594.5,71.0
2227,2021-10-10,Men's Street Footwear,Northeast,West Gear,In-store,New York,60,3594.5,71.0
2228,2021-12-08,Men's Street Footwear,Northeast,West Gear,In-store,New York,65,3594.5,71.0
2229,2021-08-09,Men's Street Footwear,Northeast,West Gear,In-store,New York,65,3594.5,71.0
2230,2021-07-08,Men's Street Footwear,Northeast,West Gear,In-store,New York,65,3594.5,71.0
2231,2021-11-11,Men's Street Footwear,Northeast,West Gear,In-store,Vermont,70,3150.0,45.0
2232,2021-04-17,Men's Street Footwear,Northeast,West Gear,In-store,West Virginia,30,1650.0,55.0
2233,2021-03-16,Men's Street Footwear,Northeast,West Gear,In-store,West Virginia,30,1710.0,57.0
2234,2021-09-18,Men's Street Footwear,Northeast,West Gear,In-store,West Virginia,35,1925.0,55.0
2235,2021-10-17,Men's Street Footwear,Northeast,West Gear,In-store,West Virginia,45,1913.0,43.0
2236,2021-06-17,Men's Street Footwear,Northeast,West Gear,In-store,West Virginia,45,2700.0,60.0
2237,2021-08-17,Men's Street Footwear,Northeast,West Gear,In-store,West Virginia,50,2625.0,53.0
2238,2021-05-18,Men's Street Footwear,Northeast,West Gear,In-store,West Virginia,60,3570.0,60.0
2239,2021-07-16,Men's Street Footwear,Northeast,West Gear,In-store,West Virginia,60,3594.5,65.0
2240,2021-03-20,Women's Apparel,Northeast,West Gear,In-store,Maryland,35,613.0,18.0
2241,2021-04-21,Women's Apparel,Northeast,West Gear,In-store,Maryland,35,700.0,20.0
2242,2021-02-22,Women's Apparel,Northeast,West Gear,In-store,Maryland,35,788.0,23.0
2243,2021-05-20,Women's Apparel,Northeast,West Gear,In-store,Maryland,55,1375.0,25.0
2244,2021-03-08,Women's Apparel,Northeast,West Gear,In-store,New York,45,2588.0,58.0
2245,2021-04-09,Women's Apparel,Northeast,West Gear,In-store,New York,45,2700.0,60.0
2246,2021-02-10,Women's Apparel,Northeast,West Gear,In-store,New York,45,2925.0,65.0
2247,2021-09-08,Women's Apparel,Northeast,West Gear,In-store,New York,60,3594.5,63.0
2248,2021-08-09,Women's Apparel,Northeast,West Gear,In-store,New York,60,3594.5,71.0
2249,2021-05-08,Women's Apparel,Northeast,West Gear,In-store,New York,65,3594.5,63.0
2250,2021-10-10,Women's Apparel,Northeast,West Gear,In-store,New York,65,3594.5,63.0
2251,2021-11-09,Women's Apparel,Northeast,West Gear,In-store,New York,70,3594.5,65.0
2252,2021-06-10,Women's Apparel,Northeast,West Gear,In-store,New York,70,3594.5,71.0
2253,2021-07-08,Women's Apparel,Northeast,West Gear,In-store,New York,70,3594.5,71.0
2254,2021-10-12,Women's Apparel,Northeast,West Gear,In-store,Vermont,75,2250.0,30.0
2255,2021-02-17,Women's Apparel,Northeast,West Gear,In-store,West Virginia,25,875.0,35.0
2256,2021-03-16,Women's Apparel,Northeast,West Gear,In-store,West Virginia,30,975.0,33.0
2257,2021-09-18,Women's Apparel,Northeast,West Gear,In-store,West Virginia,40,1200.0,30.0
2258,2021-04-17,Women's Apparel,Northeast,West Gear,In-store,West Virginia,50,1625.0,33.0
2259,2021-05-18,Women's Apparel,Northeast,West Gear,In-store,West Virginia,55,1925.0,35.0
2260,2021-08-17,Women's Apparel,Northeast,West Gear,In-store,West Virginia,55,2338.0,43.0
2261,2021-06-17,Women's Apparel,Northeast,West Gear,In-store,West Virginia,65,2763.0,43.0
2262,2021-07-16,Women's Apparel,Northeast,West Gear,In-store,West Virginia,65,3088.0,48.0
2263,2021-03-20,Women's Athletic Footwear,Northeast,West Gear,In-store,Maryland,30,75.0,3.0
2264,2021-02-22,Women's Athletic Footwear,Northeast,West Gear,In-store,Maryland,30,150.0,5.0
2265,2021-04-21,Women's Athletic Footwear,Northeast,West Gear,In-store,Maryland,30,150.0,5.0
2266,2021-05-20,Women's Athletic Footwear,Northeast,West Gear,In-store,Maryland,40,400.0,10.0
2267,2021-03-08,Women's Athletic Footwear,Northeast,West Gear,In-store,New York,40,1700.0,43.0
2268,2021-04-09,Women's Athletic Footwear,Northeast,West Gear,In-store,New York,40,1800.0,45.0
2269,2021-02-10,Women's Athletic Footwear,Northeast,West Gear,In-store,New York,40,1900.0,48.0
2270,2021-09-08,Women's Athletic Footwear,Northeast,West Gear,In-store,New York,45,2363.0,53.0
2271,2021-08-09,Women's Athletic Footwear,Northeast,West Gear,In-store,New York,45,2588.0,58.0
2272,2021-05-08,Women's Athletic Footwear,Northeast,West Gear,In-store,New York,50,2500.0,50.0
2273,2021-06-10,Women's Athletic Footwear,Northeast,West Gear,In-store,New York,50,2875.0,58.0
2274,2021-10-10,Women's Athletic Footwear,Northeast,West Gear,In-store,New York,50,2500.0,50.0
2275,2021-11-09,Women's Athletic Footwear,Northeast,West Gear,In-store,New York,50,2875.0,58.0
2276,2021-07-08,Women's Athletic Footwear,Northeast,West Gear,In-store,New York,55,3163.0,58.0
2277,2021-03-16,Women's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,25,438.0,18.0
2278,2021-04-17,Women's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,25,438.0,18.0
2279,2021-09-18,Women's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,25,563.0,23.0
2280,2021-02-17,Women's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,35,613.0,18.0
2281,2021-10-17,Women's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,35,613.0,18.0
2282,2021-05-18,Women's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,35,700.0,20.0
2283,2021-06-17,Women's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,35,963.0,28.0
2284,2021-08-17,Women's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,40,1100.0,28.0
2285,2021-07-16,Women's Athletic Footwear,Northeast,West Gear,In-store,West Virginia,50,1375.0,28.0
2286,2021-04-21,Women's Street Footwear,Northeast,West Gear,In-store,Maryland,25,313.0,13.0
2287,2021-03-20,Women's Street Footwear,Northeast,West Gear,In-store,Maryland,25,438.0,18.0
2288,2021-05-20,Women's Street Footwear,Northeast,West Gear,In-store,Maryland,40,600.0,15.0
2289,2021-04-09,Women's Street Footwear,Northeast,West Gear,In-store,New York,35,1838.0,53.0
2290,2021-03-08,Women's Street Footwear,Northeast,West Gear,In-store,New York,35,2013.0,58.0
2291,2021-09-08,Women's Street Footwear,Northeast,West Gear,In-store,New York,45,2475.0,55.0
2292,2021-05-08,Women's Street Footwear,Northeast,West Gear,In-store,New York,50,2750.0,55.0
2293,2021-06-10,Women's Street Footwear,Northeast,West Gear,In-store,New York,50,3000.0,60.0
2294,2021-10-10,Women's Street Footwear,Northeast,West Gear,In-store,New York,50,2625.0,53.0
2295,2021-11-09,Women's Street Footwear,Northeast,West Gear,In-store,New York,50,2725.0,55.0
2296,2021-07-08,Women's Street Footwear,Northeast,West Gear,In-store,New York,55,3438.0,63.0
2297,2021-08-09,Women's Street Footwear,Northeast,West Gear,In-store,New York,55,3438.0,63.0
2298,2021-11-11,Women's Street Footwear,Northeast,West Gear,In-store,Vermont,60,1920.0,32.0
2299,2021-02-22,Women's Street Footwear,Northeast,West Gear,In-store,West Virginia,25,438.0,18.0
2300,2021-04-17,Women's Street Footwear,Northeast,West Gear,In-store,West Virginia,20,500.0,25.0
2301,2021-03-16,Women's Street Footwear,Northeast,West Gear,In-store,West Virginia,20,650.0,33.0
2302,2021-09-18,Women's Street Footwear,Northeast,West Gear,In-store,West Virginia,25,625.0,25.0
2303,2021-10-17,Women's Street Footwear,Northeast,West Gear,In-store,West Virginia,35,613.0,18.0
2304,2021-05-18,Women's Street Footwear,Northeast,West Gear,In-store,West Virginia,35,963.0,28.0
2305,2021-06-17,Women's Street Footwear,Northeast,West Gear,In-store,West Virginia,35,1050.0,30.0
2306,2021-08-17,Women's Street Footwear,Northeast,West Gear,In-store,West Virginia,40,1200.0,30.0
2307,2021-07-16,Women's Street Footwear,Northeast,West Gear,In-store,West Virginia,50,1625.0,33.0
2308,2021-12-16,Women's Street Footwear,Northeast,West Gear,In-store,West Virginia,55,2200.0,40.0
2309,2021-01-19,Men's Apparel,Southeast,Sports Direct,In-store,Virginia,45,2025.0,45.0
2310,2021-02-17,Men's Athletic Footwear,Southeast,Sports Direct,In-store,Virginia,35,1575.0,45.0
2311,2021-01-19,Men's Athletic Footwear,Southeast,Sports Direct,In-store,Virginia,35,1925.0,55.0
2312,2021-01-19,Men's Street Footwear,Southeast,Sports Direct,In-store,Virginia,35,2625.0,71.0
2313,2021-02-17,Men's Street Footwear,Southeast,Sports Direct,In-store,Virginia,35,2800.0,71.0
2314,2021-01-19,Women's Apparel,Southeast,Sports Direct,In-store,Virginia,35,1925.0,55.0
2315,2021-01-19,Women's Athletic Footwear,Southeast,Sports Direct,In-store,Virginia,30,1200.0,40.0
2316,2021-02-17,Women's Street Footwear,Southeast,Sports Direct,In-store,Virginia,25,1250.0,50.0
2317,2021-01-19,Women's Street Footwear,Southeast,Sports Direct,In-store,Virginia,25,1375.0,55.0
2318,2021-01-12,Men's Apparel,Southeast,West Gear,In-store,Florida,55,3025.0,55.0
2319,2021-02-10,Men's Athletic Footwear,Southeast,West Gear,In-store,Florida,45,2475.0,55.0
2320,2021-01-12,Men's Athletic Footwear,Southeast,West Gear,In-store,Florida,45,2925.0,65.0
2321,2021-01-12,Men's Street Footwear,Southeast,West Gear,In-store,Florida,45,3594.5,71.0
2322,2021-02-10,Men's Street Footwear,Southeast,West Gear,In-store,Florida,45,3594.5,71.0
2323,2021-01-12,Women's Apparel,Southeast,West Gear,In-store,Florida,45,2925.0,65.0
2324,2021-01-12,Women's Athletic Footwear,Southeast,West Gear,In-store,Florida,40,2000.0,50.0
2325,2021-02-10,Women's Street Footwear,Southeast,West Gear,In-store,Florida,35,2100.0,60.0
2326,2021-01-12,Women's Street Footwear,Southeast,West Gear,In-store,Florida,35,2275.0,65.0
2327,2021-12-10,Men's Apparel,West,Foot Locker,In-store,Wyoming,55,2750.0,50.0
2328,2021-12-10,Women's Apparel,West,Foot Locker,In-store,Wyoming,60,3594.5,60.0
2329,2021-12-10,Women's Athletic Footwear,West,Foot Locker,In-store,Wyoming,45,2250.0,50.0
2330,2021-12-10,Women's Street Footwear,West,Foot Locker,In-store,Wyoming,45,2475.0,55.0
2331,2021-04-11,Men's Apparel,West,Kohl's,In-store,Wyoming,50,2125.0,43.0
2332,2021-03-10,Men's Apparel,West,Kohl's,In-store,Wyoming,50,2250.0,45.0
2333,2021-05-10,Men's Apparel,West,Kohl's,In-store,Wyoming,50,2375.0,48.0
2334,2021-02-12,Men's Apparel,West,Kohl's,In-store,Wyoming,50,2500.0,50.0
2335,2021-06-12,Men's Apparel,West,Kohl's,In-store,Wyoming,50,2500.0,50.0
2336,2021-08-11,Men's Apparel,West,Kohl's,In-store,Wyoming,50,2500.0,50.0
2337,2021-09-10,Men's Apparel,West,Kohl's,In-store,Wyoming,50,2500.0,50.0
2338,2021-07-10,Men's Apparel,West,Kohl's,In-store,Wyoming,50,2625.0,53.0
2339,2021-10-12,Men's Apparel,West,Kohl's,In-store,Wyoming,55,2613.0,48.0
2340,2021-11-11,Men's Apparel,West,Kohl's,In-store,Wyoming,55,2613.0,48.0
2341,2021-04-11,Men's Athletic Footwear,West,Kohl's,In-store,Wyoming,40,2000.0,50.0
2342,2021-03-10,Men's Athletic Footwear,West,Kohl's,In-store,Wyoming,40,2100.0,53.0
2343,2021-05-10,Men's Athletic Footwear,West,Kohl's,In-store,Wyoming,45,2363.0,53.0
2344,2021-11-11,Men's Athletic Footwear,West,Kohl's,In-store,Wyoming,45,2588.0,58.0
2345,2021-06-12,Men's Athletic Footwear,West,Kohl's,In-store,Wyoming,45,2700.0,60.0
2346,2021-09-10,Men's Athletic Footwear,West,Kohl's,In-store,Wyoming,45,2700.0,60.0
2347,2021-10-12,Men's Athletic Footwear,West,Kohl's,In-store,Wyoming,45,2700.0,60.0
2348,2021-12-10,Men's Athletic Footwear,West,Kohl's,In-store,Wyoming,45,2700.0,60.0
2349,2021-07-10,Men's Athletic Footwear,West,Kohl's,In-store,Wyoming,45,2813.0,63.0
2350,2021-08-11,Men's Athletic Footwear,West,Kohl's,In-store,Wyoming,45,2813.0,63.0
2351,2021-04-11,Men's Street Footwear,West,Kohl's,In-store,Wyoming,40,3200.0,71.0
2352,2021-03-10,Men's Street Footwear,West,Kohl's,In-store,Wyoming,40,3280.0,71.0
2353,2021-09-10,Men's Street Footwear,West,Kohl's,In-store,Wyoming,50,3594.5,71.0
2354,2021-05-10,Men's Street Footwear,West,Kohl's,In-store,Wyoming,50,3594.5,71.0
2355,2021-06-12,Men's Street Footwear,West,Kohl's,In-store,Wyoming,50,3594.5,71.0
2356,2021-08-11,Men's Street Footwear,West,Kohl's,In-store,Wyoming,50,3594.5,71.0
2357,2021-07-10,Men's Street Footwear,West,Kohl's,In-store,Wyoming,50,3594.5,71.0
2358,2021-11-11,Men's Street Footwear,West,Kohl's,In-store,Wyoming,55,3594.5,71.0
2359,2021-10-12,Men's Street Footwear,West,Kohl's,In-store,Wyoming,55,3594.5,71.0
2360,2021-12-10,Men's Street Footwear,West,Kohl's,In-store,Wyoming,55,3594.5,71.0
2361,2021-03-10,Women's Apparel,West,Kohl's,In-store,Wyoming,40,2200.0,55.0
2362,2021-04-11,Women's Apparel,West,Kohl's,In-store,Wyoming,40,2200.0,55.0
2363,2021-02-12,Women's Apparel,West,Kohl's,In-store,Wyoming,40,2400.0,60.0
2364,2021-05-10,Women's Apparel,West,Kohl's,In-store,Wyoming,55,3300.0,60.0
2365,2021-09-10,Women's Apparel,West,Kohl's,In-store,Wyoming,55,3300.0,60.0
2366,2021-06-12,Women's Apparel,West,Kohl's,In-store,Wyoming,55,3575.0,65.0
2367,2021-08-11,Women's Apparel,West,Kohl's,In-store,Wyoming,55,3594.5,68.0
2368,2021-07-10,Women's Apparel,West,Kohl's,In-store,Wyoming,55,3594.5,70.0
2369,2021-11-11,Women's Apparel,West,Kohl's,In-store,Wyoming,60,3450.0,58.0
2370,2021-10-12,Women's Apparel,West,Kohl's,In-store,Wyoming,60,3594.5,60.0
2371,2021-03-10,Women's Athletic Footwear,West,Kohl's,In-store,Wyoming,35,1400.0,40.0
2372,2021-02-12,Women's Athletic Footwear,West,Kohl's,In-store,Wyoming,35,1488.0,43.0
2373,2021-04-11,Women's Athletic Footwear,West,Kohl's,In-store,Wyoming,35,1488.0,43.0
2374,2021-05-10,Women's Athletic Footwear,West,Kohl's,In-store,Wyoming,40,1800.0,45.0
2375,2021-06-12,Women's Athletic Footwear,West,Kohl's,In-store,Wyoming,40,2000.0,50.0
2376,2021-07-10,Women's Athletic Footwear,West,Kohl's,In-store,Wyoming,40,2000.0,50.0
2377,2021-09-10,Women's Athletic Footwear,West,Kohl's,In-store,Wyoming,40,2000.0,50.0
2378,2021-08-11,Women's Athletic Footwear,West,Kohl's,In-store,Wyoming,40,2100.0,53.0
2379,2021-10-12,Women's Athletic Footwear,West,Kohl's,In-store,Wyoming,45,2138.0,48.0
2380,2021-11-11,Women's Athletic Footwear,West,Kohl's,In-store,Wyoming,45,2250.0,50.0
2381,2021-04-11,Women's Street Footwear,West,Kohl's,In-store,Wyoming,30,1500.0,50.0
2382,2021-03-10,Women's Street Footwear,West,Kohl's,In-store,Wyoming,30,1650.0,55.0
2383,2021-05-10,Women's Street Footwear,West,Kohl's,In-store,Wyoming,40,2000.0,50.0
2384,2021-06-12,Women's Street Footwear,West,Kohl's,In-store,Wyoming,40,2100.0,53.0
2385,2021-09-10,Women's Street Footwear,West,Kohl's,In-store,Wyoming,40,2100.0,53.0
2386,2021-07-10,Women's Street Footwear,West,Kohl's,In-store,Wyoming,40,2200.0,55.0
2387,2021-08-11,Women's Street Footwear,West,Kohl's,In-store,Wyoming,40,2200.0,55.0
2388,2021-10-12,Women's Street Footwear,West,Kohl's,In-store,Wyoming,45,2250.0,50.0
2389,2021-11-11,Women's Street Footwear,West,Kohl's,In-store,Wyoming,45,2340.0,52.0
2390,2021-09-12,Men's Apparel,West,West Gear,In-store,Utah,20,650.0,33.0
2391,2021-10-11,Men's Apparel,West,West Gear,In-store,Utah,30,825.0,28.0
2392,2021-08-11,Men's Apparel,West,West Gear,In-store,Utah,30,1050.0,35.0
2393,2021-04-11,Men's Apparel,West,West Gear,In-store,Utah,35,963.0,28.0
2394,2021-02-11,Men's Apparel,West,West Gear,In-store,Utah,35,1313.0,38.0
2395,2021-06-11,Men's Apparel,West,West Gear,In-store,Utah,35,1400.0,40.0
2396,2021-07-10,Men's Apparel,West,West Gear,In-store,Utah,35,1488.0,43.0
2397,2021-03-10,Men's Apparel,West,West Gear,In-store,Utah,40,1200.0,30.0
2398,2021-05-12,Men's Apparel,West,West Gear,In-store,Utah,40,1200.0,30.0
2399,2021-11-11,Men's Apparel,West,West Gear,In-store,Utah,40,1400.0,35.0
2400,2021-12-10,Men's Apparel,West,West Gear,In-store,Utah,40,1600.0,40.0
2401,2021-10-11,Men's Athletic Footwear,West,West Gear,In-store,Utah,20,800.0,40.0
2402,2021-11-11,Men's Athletic Footwear,West,West Gear,In-store,Utah,20,800.0,40.0
2403,2021-04-11,Men's Athletic Footwear,West,West Gear,In-store,Utah,25,813.0,33.0
2404,2021-06-11,Men's Athletic Footwear,West,West Gear,In-store,Utah,25,1000.0,40.0
2405,2021-09-12,Men's Athletic Footwear,West,West Gear,In-store,Utah,25,1125.0,45.0
2406,2021-03-10,Men's Athletic Footwear,West,West Gear,In-store,Utah,30,1050.0,35.0
2407,2021-12-10,Men's Athletic Footwear,West,West Gear,In-store,Utah,30,1500.0,50.0
2408,2021-05-12,Men's Athletic Footwear,West,West Gear,In-store,Utah,30,1125.0,38.0
2409,2021-07-10,Men's Athletic Footwear,West,West Gear,In-store,Utah,30,1650.0,55.0
2410,2021-08-11,Men's Athletic Footwear,West,West Gear,In-store,Utah,35,1838.0,53.0
2411,2021-10-11,Men's Street Footwear,West,West Gear,In-store,Utah,30,1725.0,58.0
2412,2021-11-11,Men's Street Footwear,West,West Gear,In-store,Utah,30,1650.0,55.0
2413,2021-04-11,Men's Street Footwear,West,West Gear,In-store,Utah,30,1875.0,63.0
2414,2021-06-11,Men's Street Footwear,West,West Gear,In-store,Utah,30,1950.0,65.0
