,Product Name,Listing Price,Sale Price,Discount,Brand,Description,Rating,Reviews,Last Visited
524,Women's Originals EQT Gazelle Shoes,8999.0,8999,0,Adidas ORIGINALS,"Bucket hats. Y2K. Boy bands in matching outfits. You might not be able to go back to the '90s, but these adidas Equipment Gazelle Shoes are the next best thing. They're modelled after a classic pair of runners from 1999. Metallic leather with swoopy overlays and retro embroidery dish up turn-of-the-millennium robot track star vibes. A thick, sculpted midsole serves double-duty: old-school style for your outfit, plus a little extra height for you.",4.1,10,2020-04-13 15:06:37
525,Women's adidas Originals Sleek Shoes,7599.0,7599,0,Adidas ORIGINALS,"Suddenly, elevating your style is as easy as putting on your shoes. These adidas Sleek Shoes show off embroidered details and a trendy platform sole. The feel of soft leather complements the perfect balance of flashy and feminine.",2.9,24,2020-04-13 15:06:37
526,Women's Originals EQT Gazelle Shoes,8999.0,8999,0,Adidas ORIGINALS,"Bucket hats. Y2K. Boy bands in matching outfits. You might not be able to go back to the '90s, but these adidas Equipment Gazelle Shoes are the next best thing. They're modelled after a classic pair of runners from 1999. Metallic leather with swoopy overlays and retro embroidery dish up turn-of-the-millennium robot track star vibes. A thick, sculpted midsole serves double-duty: old-school style for your outfit, plus a little extra height for you.",4.3,12,2020-04-13 15:06:37
527,Women's adidas Originals Sleek Shoes,7599.0,7599,0,Adidas ORIGINALS,"Suddenly, elevating your style is as easy as putting on your shoes. These adidas Sleek Shoes show off embroidered details and a trendy platform sole. The feel of soft leather complements the perfect balance of flashy and feminine.",4.7,94,2020-04-13 15:06:37
528,Women's Originals Sleek Shoes,7599.0,7599,0,Adidas ORIGINALS,"A modern take on adidas sport heritage, tailored just for women. Perforated 3-Stripes on the leather upper of these shoes offer a sleek look that mirrors iconic tennis styles.",4.4,84,2020-04-13 15:06:37
529,Women's adidas Originals Falcon Shoes,7999.0,7999,0,Adidas ORIGINALS,"Let your carefree spirit fly in an adidas shoe that captures the freewheeling energy of the 1990s. Falcon Shoes flash an eye-catching, colour-shifting overlay that looks like a speedy blur. Indulge your feet with a fit made just for women and cushioning that lasts from day to night.",4.8,13,2020-04-13 15:06:37
530,Women's adidas Originals Supercourt Shoes,7999.0,7999,0,Adidas ORIGINALS,40 years in the making. The Supercourt is here to freshen up your style with a clean court look inspired by four decades of adidas tennis greatness. This version of the shoes is made of premium leather with a quilted pattern. Because you're fancy like that.,3.8,0,2020-04-13 15:06:37
531,Women's adidas Originals ZX Torsion Shoes,11999.0,11999,0,Adidas ORIGINALS,"ZX has always stood for innovation. These women's shoes build on that legacy by combining full-length energy-returning Boost with an X-shaped Torsion System Bar for extra stability. A mesh upper has suede, textile and reflective elements for a textured look.",4.2,93,2020-04-13 15:06:37
532,Women's adidas Originals Falcon Shoes,7999.0,7999,0,Adidas ORIGINALS,"Let your carefree spirit fly in an adidas shoe that captures the freewheeling energy of the 1990s. Falcon Shoes flash an eye-catching, colour-shifting overlay that looks like a speedy blur. Indulge your feet with a fit made just for women and cushioning that lasts from day to night.",5.0,43,2020-04-13 15:06:37
533,Women's Originals Kiellor Shoes,7999.0,7999,0,Adidas ORIGINALS,"Delightfully fun. Irresistibly fashionable. Who can blame you for coveting adidas' Keillor shoes? A sleek nylon and patent leather upper rides on a chunky outsole for a standout look. All with the extra comfort of a wide, foot-loving fit. Give in, already!",2.0,67,2020-04-13 15:06:37
534,Women's Originals Gazelle Shoes,7999.0,7999,0,Adidas ORIGINALS,"Flash back to the beginning of grunge and the end of the Iron Curtain. These shoes are a one-to-one reissue of the 1991 adidas Gazelle, bringing the same textures, materials and proportions that still look fresh almost thirty years later. They have a soft suede upper with contrast 3-Stripes and a heel tab that echoes early-'90s style. A metallic-gold ""Gazelle"" adds the final authentic touch.",4.9,3,2020-04-13 15:06:37
535,Women's adidas Originals Deerupt Runner Shoes,8999.0,8999,0,Adidas ORIGINALS,"Minimalist, but never boring. The adidas Deerupt Runner Shoes are like pop art for your feet. They're wrapped in allover netting for a cool geometric look. The mesh and webbing upper is cut snug so you feel supported.",5.0,73,2020-04-13 15:06:37
536,Men's adidas Running Lace It Shoes,5299.0,3179,40,Adidas CORE / NEO,These men's running shoes keep you comfortable so you stay focused on your goals. They feature a textile mesh upper along with Cloudfoam midsole provides optimum cushioning where you need it most and durable Rubber outsole for long-lasting wear.,2.8,91,2020-04-13 15:06:37
537,Women's adidas Originals Kiellor Shoes,7999.0,7999,0,Adidas ORIGINALS,"Delightfully fun. Irresistibly fashionable. Who can blame you for coveting adidas' Keillor shoes? A sleek nylon and patent leather upper rides on a chunky outsole for a standout look. All with the extra comfort of a wide, foot-loving fit. Give in, already!",2.9,53,2020-04-13 15:06:37
538,Women's Originals Kiellor Shoes,7999.0,7999,0,Adidas ORIGINALS,Be daring. Be confident. These adidas Kiellor Shoes make an instant style statement with their edgy striped graphics and jagged trail-inspired rubber outsole. The leather upper is super soft.,4.7,29,2020-04-13 15:06:37
539,Women's adidas Originals SL Andridge Shoes,7999.0,7999,0,Adidas ORIGINALS,"Simple can be stunning, when you know how to put things together. These adidas SL Andridge Shoes start with satin nylon, patent leather and suede, and add a pearly midsole shimmer. Step up to a stacked sole for a little extra height and a lot of on-trend style.",4.1,28,2020-04-13 15:06:37
540,Men's adidas Running EnergyFalcon Shoes,6999.0,4199,40,Adidas CORE / NEO,"When you dig deep to reach your goals, these running shoes offer the support and stability you need. Every step feels pillow-soft with plush cushioning and an OrthoLiteÂ® sockliner for comfort. A flowing TPU heel counter and thin support cage keep the foot centred and stable. The durable outsole is made for logging many miles.",2.2,60,2020-04-13 15:06:37
541,Men's adidas Running Jerzo Shoes,5299.0,3179,40,Adidas CORE / NEO,These men's running shoes keep you comfortable so you stay focused on your goals. They feature a textile upper with a supportive cage that wraps around the midfoot to give you stability where you need it most EVA midsole and durable Rubber outsole for long-lasting wear.,4.6,36,2020-04-13 15:06:37
542,Men's adidas Sport Inspired Run 60s Shoes,5599.0,3359,40,Adidas CORE / NEO,Celebrate an era of breaking barriers in sport. These '60s running-inspired shoes showcase a retro look for today's streets. The classic nylon and suede-like upper rides above a lightweight EVA midsole that brings modern cushioning to an old-school design. Iconic 3-Stripes show your adidas pride.,1.5,41,2020-04-13 15:06:38
543,Men's adidas Running Furio Lite 1.0 Shoes,3599.0,2159,40,Adidas CORE / NEO,The lightweight adidas Furio Lite 1.0 Running shoes for men crafted with Knit Mesh upper. The lightstrike IMEVA midsole with full Rubber outsole provides durability.,4.3,70,2020-04-13 15:06:38
544,Men's adidas Sport Inspired Run 60s Shoes,5599.0,3359,40,Adidas CORE / NEO,Celebrate an era of breaking barriers in sport. These '60s running-inspired shoes showcase a retro look for today's streets. The classic nylon and suede-like upper rides above a lightweight EVA midsole that brings modern cushioning to an old-school design. Iconic 3-Stripes show your adidas pride.,4.9,88,2020-04-13 15:06:38
545,Women's adidas Originals SL Andridge Shoes,7999.0,7999,0,Adidas ORIGINALS,"Simple can be stunning, when you know how to put things together. These adidas SL Andridge Shoes start with satin nylon, patent leather and suede, and add a pearly midsole shimmer. Step up to a stacked sole for a little extra height and a lot of on-trend style.",4.8,77,2020-04-13 15:06:38
546,Men's adidas Sport Inspired Questar Flow Shoes,6999.0,4199,40,Adidas CORE / NEO,Light on your feet. Ready for the streets. These running-inspired shoes give the textured knit upper a modern edge with floating 3-Stripes integrated into the lacing system. Ultra-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.,4.7,95,2020-04-13 15:06:38
547,Men's adidas Running Hellion Z Shoes,3299.0,1979,40,Adidas CORE / NEO,"The adidas Hellion Z Running shoes for men with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet on the run. Durable, non slippery, blown out one piece super grip EVA midsole and Rubber outsole ensures maximum stability and grip on the ground.",5.0,18,2020-04-13 15:06:38
548,Men's adidas Sport Inspired Lite Racer RBN Shoes,5599.0,3359,40,Adidas CORE / NEO,The spirit of speed combined with comfort and style for the streets. These running-inspired shoes make every step airy and comfortable with a sock-like mesh upper and plush midsole cushioning. Seamless 3-Stripes add to the sporty look.,2.0,25,2020-04-13 15:06:38
549,Men's adidas Running Asweego Shoes,7999.0,4799,40,Adidas CORE / NEO,Shoes with flexibility and responsiveness for multisport training. These shoes have a mesh upper that hugs the foot for a sock-like fit. Pillow-like midsole cushioning provides long-lasting comfort. Durable rubber inserts at the forefoot and heel provide added grip so you're ready for unexpected terrain.,3.2,77,2020-04-13 15:06:38
550,Men's adidas Sport Inspired Crazychaos Shoes,6999.0,4199,40,Adidas CORE / NEO,"A runner inspired look fueled by confidence. These shoes show off uncompromising style in a bulky, retro-inspired build. The smooth leather upper is contrasted with textured suede overlays. Plush cushioning ensures a smooth, comfortable ride.",4.7,68,2020-04-13 15:06:38
551,Men's adidas Sport Inspired Crazychaos Shoes,6999.0,4199,40,Adidas CORE / NEO,"A runner inspired look fueled by confidence. These shoes show off uncompromising style in a bulky, retro-inspired build. The smooth leather upper is contrasted with textured suede overlays. Plush cushioning ensures a smooth, comfortable ride.",2.2,53,2020-04-13 15:06:38
552,Men's adidas Sport Inspired Run 60s Shoes,5599.0,3359,40,Adidas CORE / NEO,Celebrate an era of breaking barriers in sport. These '60s running-inspired shoes showcase a retro look for today's streets. The classic nylon and suede-like upper rides above a lightweight EVA midsole that brings modern cushioning to an old-school design. Iconic 3-Stripes show your adidas pride.,3.6,63,2020-04-13 15:06:38
553,Men's adidas Sport Inspired Archivo Shoes,5599.0,3359,40,Adidas CORE / NEO,Modern comfort and authentic adidas heritage mix it up. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays and subtle 3-Stripes for sporty style.,4.3,34,2020-04-13 15:06:38
554,Men's adidas Running 90s Valasion Shoes,8999.0,5399,40,Adidas CORE / NEO,"The spirit of innovation and motivation returns. Nostalgic for the '90s, these running shoes add superior modern cushioning to a classic look. From step-in to full stride, they deliver ultra-soft comfort. They feature a leather and mesh upper and a Cloudfoam Comfort midsole for extra comfort and performance.",4.9,87,2020-04-13 15:06:38
555,Men's adidas Sport Inspired Cloudfoam Racer TR Shoes,5999.0,3599,40,Adidas CORE / NEO,"Inspired by outdoor trail runners. These guys' modern shoes are made for urban adventures, with a mesh build and rubber outsole inserts. cloudfoam cushioning adds long-lasting comfort.",4.5,42,2020-04-13 15:06:38
556,Men's adidas Running Duramo 9 Shoes,6599.0,3959,40,Adidas CORE / NEO,"These men's versatile running shoes are ideal for the treadmill or the trail. They feature a mesh upper for breathability and a seamless print overlay for additional support. Pillow-soft Cloudfoam cushions every stride, while the durable outsole holds up to everyday wear.",1.0,78,2020-04-13 15:06:38
557,Men's adidas Nova Run Shoes,8999.0,5399,40,Adidas CORE / NEO,The finish line isn't as important as feeling you achieved your personal best. These running shoes combine ultra-soft cushioning with a foot-hugging design to help you reach your goals. Support from the forefoot to the heel offers stability for a controlled stride. The engineered mesh upper provides breathability and flashes signature 3-Stripes.,4.8,8,2020-04-13 15:06:38
558,Men's adidas Bentton II Sandals,2499.0,1499,40,Adidas SPORT PERFORMANCE,"Premium sandal with connecting side straps for comfort and style with classic detailing Features stylish webbing straps, Diecut EVA midsole for stable cushioning and urable rubber outsole, water grip for wet and dry traction.",4.6,23,2020-04-13 15:06:38
559,Men's adidas Sport Inspired Runigma Shoes,5999.0,3599,40,Adidas CORE / NEO,These men's running-inspired shoes keep you comfortable all day long. They feature a textile upper and a supportive cage that wraps around the midfoot to give you stability where you need it most.,3.1,85,2020-04-13 15:06:38
560,Men's adidas Outdoor Geocach 19 Shoes,4999.0,2499,50,Adidas SPORT PERFORMANCE,"These hiking shoes have a sturdy synthetic upper and lightweight cushioning. The grippy, high-traction outsole provides a secure base for tackling tough trails.",2.4,99,2020-04-13 15:06:38
561,Men's adidas Outdoor Andorian Shoes,4599.0,2299,50,Adidas SPORT PERFORMANCE,"The adidas Andorian shoes for men are crafted with a strong, grippy outsole inspired by mountain bike tires, and a super durable Mesh and Synthetic upper. They come with Lightweight EVA midsole for stability and cushioning while the abrasion resistant rubber outsole provides aggressive traction for rough terrain.",2.7,72,2020-04-13 15:06:38
562,Men's adidas Sport Inspired Questar Flow Shoes,6999.0,4199,40,Adidas CORE / NEO,Light on your feet. Ready for the streets. These running-inspired shoes give the textured knit upper a modern edge with floating 3-Stripes integrated into the lacing system. Ultra-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.,4.4,69,2020-04-13 15:06:38
563,Men's adidas Running Furio Lite 1.0 Shoes,3599.0,2159,40,Adidas CORE / NEO,The lightweight adidas Furio Lite 1.0 Running shoes for men crafted with Knit Mesh upper. The lightstrike IMEVA midsole with full Rubber outsole provides durability.,1.5,85,2020-04-13 15:06:38
564,Men's adidas Running Questar Ride Shoes,7999.0,3999,50,Adidas CORE / NEO,"Inspired by modern tech runners, these men's shoes step out with unexpected style. A two-tone mesh upper keeps the feel flexible and mixes with a sculpted Cloudfoam midsole and contrast heel counter.",5.0,30,2020-04-13 15:06:38
565,Men's adidas Sport Inspired Run 60s Shoes,5599.0,3359,40,Adidas CORE / NEO,Celebrate an era of breaking barriers in sport. These '60s running-inspired shoes showcase a retro look for today's streets. The classic nylon and suede-like upper rides above a lightweight EVA midsole that brings modern cushioning to an old-school design. Iconic 3-Stripes show your adidas pride.,3.7,0,2020-04-13 15:06:38
566,Men's adidas Sport Inspired Duramo Lite 2.0 Shoes,4999.0,2499,50,Adidas CORE / NEO,"Refine your interval training in these men's versatile running-inspired shoes. Featuring a lightweight mesh and synthetic upper, they combine responsive midsole cushioning with a soft collar that reduces ankle pressure.",2.6,88,2020-04-13 15:06:38
567,Men's adidas Running Argecy Shoes,5599.0,2799,50,Adidas CORE / NEO,"Sporty style with running DNA. These men's shoes feature a two-layer mesh upper that is durable and breathable. Cloudfoam cushioning offers comfort with every stride, while a handy heel pull helps you get them on in a hurry.",2.0,74,2020-04-13 15:06:38
568,Men's adidas Sport Inspired Archivo Shoes,5599.0,3359,40,Adidas CORE / NEO,Modern comfort and authentic adidas heritage mix it up. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays and subtle 3-Stripes for sporty style.,4.9,24,2020-04-13 15:06:38
569,Men's adidas Outdoor Naha Shoes,5999.0,2999,50,Adidas SPORT PERFORMANCE,"Get maximum support, comfort and a refreshed look with these adidas Naha shoes for men comes wit a classic style. Mesh and synthetic upper with EVA midsole for maximum impact cushioning. Its Super High Traction Rubber for optimal grip in wet conditions.",3.5,95,2020-04-13 15:06:38
570,Men's adidas Sport Inspired Fassar Shoes,3999.0,1999,50,Adidas CORE / NEO,"These men's running-inspired shoes feature a Mesh upper for maximum ventilation, lightstrike IMEVA midsole and durable Rubber outsole for long-lasting wear.",2.7,39,2020-04-13 15:06:38
571,Men's adidas Sport Inspired Questar Flow Shoes,6999.0,4199,40,Adidas CORE / NEO,Light on your feet. Ready for the streets. These running-inspired shoes give the textured knit upper a modern edge with floating 3-Stripes integrated into the lacing system. Ultra-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.,4.5,28,2020-04-13 15:06:38
572,Men's adidas Running Raddis 1.0 shoes,5599.0,2799,50,Adidas CORE / NEO,The premium looking adidas Raddis 1.0 Running shoes for men. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. IMEVA midsole and full Rubber outsole provides durability.,3.4,11,2020-04-13 15:06:38
573,Men's adidas Sport Inspired Run 70s Shoes,5999.0,3599,40,Adidas CORE / NEO,"In the 1970s, millions of people began running for fun and started a movement. These shoes give glimpses of iconic styles from that time while delivering a fresh look for today's streets. The leather upper has soft suede overlays and rides above a lightweight, classic die-cut midsole and a grippy outsole.",3.5,34,2020-04-13 15:06:38
574,Men's adidas Running Furio Lite 1.0 Shoes,3599.0,2159,40,Adidas CORE / NEO,The lightweight adidas Furio Lite 1.0 Running shoes for men crafted with Knit Mesh upper. The lightstrike IMEVA midsole with full Rubber outsole provides durability.,3.6,91,2020-04-13 15:06:39
575,Men's adidas Sport Inspired Run 60s Shoes,5599.0,3359,40,Adidas CORE / NEO,Celebrate an era of breaking barriers in sport. These '60s running-inspired shoes showcase a retro look for today's streets. The classic synthetic leather upper rides above a lightweight EVA midsole that brings modern cushioning to an old-school design. Iconic 3-Stripes show your adidas pride.,3.1,42,2020-04-13 15:06:39
576,Men's adidas Outdoor Hoist Light Sandals,2999.0,1499,50,Adidas SPORT PERFORMANCE,Stylish and sleek adidas Hoist sandals for men. Adjustable straps enable optimal fit while the synthetic leather upper with embossing details for structure and style. The soft EVA footbed provide enhanced comfort. Durable and rugged rubber outsole with wet and dry traction pattern keeps you in control.,2.5,81,2020-04-13 15:06:39
577,Men's adidas Sport Inspired Run 70s Shoes,7999.0,3999,50,Adidas CORE / NEO,"These running-inspired shoes are designed with a knit upper and a textile lining for flexible, all-day comfort. 3-Stripes and a rubber outsole give the shoes a stylish sign-off.",3.8,59,2020-04-13 15:06:39
578,Men's adidas Outdoor Tell Path 19 Shoes,3999.0,1999,50,Adidas SPORT PERFORMANCE,"The adidas Tell Path 19 shoes for men are crafted with a strong, grippy outsole inspired by mountain bike tires, and a super durable Mesh and Synthetic upper. Light strike EVA midsole with durable rubber outsole offers superior grip and traction in all directions.",1.0,27,2020-04-13 15:06:39
579,Men's adidas Sport Inspired Run90s Shoes,7999.0,4799,40,Adidas CORE / NEO,These shoes pack '90s attitude into a runner silhouette. The sleek shape boasts a smooth leather upper with tech-inspired neoprene details for an extra vintage feel. Pillow-soft cushioning brings unparalleled comfort to your every step.,3.5,6,2020-04-13 15:06:39
580,Men's adidas Running Dracon Shoes,3999.0,1999,50,Adidas CORE / NEO,Great everyday trainer for modern runner to go that extra mile. They have a mesh upper accented by contrast 3-Stripes. The EVA midsole and Rubber outsole provide comfort and support to their every step.,2.6,47,2020-04-13 15:06:39
581,Men's Running Duramo 9 Shoes,5999.0,2999,50,Adidas CORE / NEO,"These men's versatile running shoes are ideal for the treadmill or the trail. They feature a durable two-layer mesh upper for breathability and a seamless print overlay for additional support. Pillow-soft Cloudfoam cushions every stride, while the durable outsole provides long-lasting wear.",2.9,38,2020-04-13 15:06:39
582,Men's adidas Outdoor Andorian Shoes,4599.0,2299,50,Adidas SPORT PERFORMANCE,"The adidas Andorian shoes for men are crafted with a strong, grippy outsole inspired by mountain bike tires, and a super durable Mesh and Synthetic upper. They come with Lightweight EVA midsole for stability and cushioning while the abrasion resistant rubber outsole provides aggressive traction for rough terrain.",2.5,83,2020-04-13 15:06:39
583,Men's adidas Running Kyris 4.0 Shoes,4299.0,2149,50,Adidas CORE / NEO,These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The combination of textile and mesh ensure breathability while the Lightstrike EVA midsole with full Rubber outsole provides durability.,2.8,59,2020-04-13 15:06:39
584,Men's adidas Outdoor Elevate 2018 Sandals,2799.0,1679,40,Adidas SPORT PERFORMANCE,Stylish and sleek adidas sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control.,3.1,98,2020-04-13 15:06:39
585,Men's adidas Running Erdiga 4.0 Shoes,4999.0,2499,50,Adidas CORE / NEO,"These Erdiga 4.0 running shoes for men will add a fresh vigour to your workout sessions. Featuring mesh upper and lining, these lace-ups are durable, light in weight and comfortable to wear. Furthermore, the rubber outsole ensures better traction on different surfaces.",3.5,56,2020-04-13 15:06:39
586,MEN'S ADIDAS RUNNING RADDIS 1.0 SHOES,5599.0,2799,50,Adidas CORE / NEO,The premium looking adidas Raddis 1.0 Running shoes for men. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. IMEVA midsole and full Rubber outsole provides durability.,3.8,62,2020-04-13 15:06:39
587,Men's adidas Running Whizz Shoes,5599.0,2799,50,Adidas CORE / NEO,"These men's running shoes keep you comfortable so you stay focused on your running goals. They feature a textile upper that wraps around the midfoot to give you stability where you need it most. Cloudfoam cushioning offers comfort with every stride, while a handy heel pull helps you get them on in a hurry.",4.4,15,2020-04-13 15:06:39
588,Men's adidas Running Sedna Shoes,4299.0,2149,50,Adidas CORE / NEO,"The adidas Running shoes for men. These lightweight shoes give all round comfort, cushioning, durability & support in a simplistic design. The combination of Textile-Mesh upper ensure breathability and durability while the Lightstrike EVA midsole provides premium cushioning. Full Rubber outsole provides durability.",3.5,72,2020-04-13 15:06:39
589,MEN'S ADIDAS RUNNING ERDIGA 4.0 SHOES,4599.0,2299,50,Adidas CORE / NEO,"These Erdiga 4.0 running shoes for men will add a fresh vigour to your workout sessions. Featuring mesh upper and lining, these lace-ups are durable, light in weight and comfortable to wear. Furthermore, the rubber outsole ensures better traction on different surfaces.",4.6,7,2020-04-13 15:06:39
590,Men's adidas Sport Inspired Arcadeis Shoes,4599.0,2299,50,Adidas CORE / NEO,These men's running-inspired shoes cradle your feet with a net mesh upper. Pillow-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.,4.9,35,2020-04-13 15:06:39
591,MEN'S ADIDAS SPORT INSPIRED RUN 70S SHOES,7999.0,3999,50,Adidas CORE / NEO,"These running-inspired shoes are designed with a knit upper and a textile lining for flexible, all-day comfort. 3-Stripes and a rubber outsole give the shoes a stylish sign-off.",4.3,21,2020-04-13 15:06:39
592,MEN'S ADIDAS ORIGINALS RISING STAR X R1 SHOES,14999.0,7499,50,Adidas ORIGINALS,"These suede and leather shoes revive an '80s design that inspired the NMD R1's unique midsole plugs. Originally made for running on asphalt, the Rising Star featured removable midsole plugs to let runners adjust their cushioning level. Boost cushioning offers energy return in every stride.",3.1,48,2020-04-13 15:06:39
593,Women's Originals Continental 80 Shoes,7999.0,7999,0,Adidas ORIGINALS,"Originally launched for activities like aerobics and tennis, this '80s throwback design shows off retro charm. It offers a distinctive look with a chunky profile and a split cupsole. An EVA insert at the midsole gives an extra-cushioned, flexible feel. These shoes are made of soft leather and give off a little shine with metallic and snake-print details on the swerving stripe and heel patch. A logo window next to the laces completes the vintage look.",4.4,40,2020-04-13 15:06:39
594,Women's adidas Originals Superstar Shoes,7999.0,7999,0,Adidas ORIGINALS,"What's love got to do with it? EVERYTHING. An instant icon since 1970, the world famous adidas Superstar shoe gets a charming update. With every step you take, show the world that love reigns supreme. These shell-toe shoes show off a splash of printed hearts and appliquÃ© embroidered Trefoils. Printed hearts on the laces remind you to share the power of love every time you lace up.",4.8,24,2020-04-13 15:06:39
595,Men's Running Adispree 5.0 Shoes,3799.0,1899,50,Adidas CORE / NEO,The sleek looking adidas Adispree 5.0 running shoes for men crafted with Synthetic overlays with Mesh upper. The breathable Mesh and Synthetic upper offer extended grip and comfort. Lightstrike EVA midsole and full Rubber outsole provides durability.,5.0,65,2020-04-13 15:06:39
596,Men's adidas Running Kyris 1.0 Shoes,4599.0,2299,50,Adidas CORE / NEO,The adidas Kyris 1.0 shoes for men. These lightweight running shoes come in a new upper design which is made low to ground with faster 3-Stripes execution which enhances it's overall appeal along with great fit. The combination of textile and mesh ensure breathability while the Lightstrike EVA midsole with full Rubber outsole provides durability.,1.0,44,2020-04-13 15:06:39
597,Men's adidas Running Rey Shoes,4999.0,2499,50,Adidas CORE / NEO,These men's running shoes keep you comfortable so you stay focused on your goals. They feature a textile mesh upper along with Cloudfoam midsole provides optimum cushioning where you need it most and durable Rubber outsole for long-lasting wear.,2.9,75,2020-04-13 15:06:39
598,Women's adidas Originals Supercourt RX Shoes,13999.0,13999,0,Adidas ORIGINALS,"The Supercourt RX serves up court style with a modern look. These shoes show off an animal-print leather upper with neon and reflective details, wavy sidewalls and a split outsole. They're detailed with perforated 3-Stripes and a logo window next to the laces. Comes with an extra set of coloured laces.",4.9,87,2020-04-13 15:06:39
599,Women's adidas Originals Superstar Bold Shoes,8999.0,8999,0,Adidas ORIGINALS,"Born on the basketball courts in the '70s. Adopted by the world's first b-boys and girls in the '80s. Superstar is now a lifestyle staple for streetwear enthusiasts. So why not a homage to the girls? Your perfect pairing to any ensemble, ride high on a platform sole and emulate elegance. Prefer not to follow the status quo? Even the world famous shell toe has been re-worked for a chunky, statement look. Like to keep it polished? Attract all the right attention in clean lines and glossy patent stripes and heel patch. Whether you're hanging out on lunch break or celebrating an occasion with friends, you can write the rules for the next generation.",3.3,11,2020-04-13 15:06:39
600,Women's adidas Originals Supercourt RX Shoes,12999.0,12999,0,Adidas ORIGINALS,"The Supercourt RX serves up court style with a modern look. These shoes show off a leather upper with neon and reflective details, wavy sidewalls and a split outsole. They're detailed with perforated 3-Stripes and a logo window next to the laces.",3.7,2,2020-04-13 15:06:39
601,Men's Running Run60s Shoes,5599.0,3919,30,Adidas CORE / NEO,An adidas retro style made for everyday durability. These shoes update a classic running look with extra midsole cushioning to give you comfort for your whole day. Put your 3-Stripes pride on display.,4.2,64,2020-04-13 15:06:39
602,Men's adidas Sport Inspired Lite Racer RBN Shoes,5599.0,3919,30,Adidas CORE / NEO,Fresh running style. These shoes have a lightweight textile upper that hugs the foot with a sock-like construction. Plush midsole and outsole cushioning keeps your feet comfortable throughout the day. Seamless 3-Stripes flash down the sides.,3.0,56,2020-04-13 15:06:39
603,Men's adidas Sport Inspired Duramo Lite 2.0 Shoes,4999.0,2499,50,Adidas CORE / NEO,"Refine your interval training in these men's versatile running-inspired shoes. Featuring a lightweight mesh and synthetic upper, they combine responsive midsole cushioning with a soft collar that reduces ankle pressure.",2.6,57,2020-04-13 15:06:40
604,Men's adidas Sport Inspired Drogo Shoes,2699.0,1889,30,Adidas CORE / NEO,"Ready for everyday, these men's shoes bring running-inspired style to active feet. They have a mesh upper accented by contrast 3-Stripes. The EVA midsole and outsole provide support to their every step.",4.4,3,2020-04-13 15:06:40
605,Women's adidas Originals Superstar Bold Shoes,8999.0,8999,0,Adidas ORIGINALS,"Born on the basketball courts in the '70s. Adopted by the world's first b-boys and girls in the '80s. Superstar is now a lifestyle staple for streetwear enthusiasts. So why not a homage to the girls? Your perfect pairing to any ensemble, ride high on a platform sole and emulate elegance. Prefer not to follow the status quo? Even the world famous shell toe has been re-worked for a chunky, statement look. Like to keep it polished? Attract all the right attention in clean lines and glossy patent stripes and heel patch. Whether you're hanging out on lunch break or celebrating an occasion with friends, you can write the rules for the next generation.",2.9,74,2020-04-13 15:06:40
606,Women's Originals Superstar Bold Shoes,10999.0,10999,0,Adidas ORIGINALS,"When a shoe has been at the top of its game for almost half a century, you know there's something pretty special about it. That's the story of the adidas Superstar trainers. They've been cultural touchstones for 50 years, and they're just getting started. These shoes put a trendy spin on the look with a see-through TPU upper and a thick platform outsole that gives you a high vantage point.",3.8,86,2020-04-13 15:06:40
607,Women's Originals U_Path X Shoes,7599.0,7599,0,Adidas ORIGINALS,"With a sleek feel and futuristic look, the U_Path runner represents the next generation of track-inspired streetwear. These shoes come with a lightweight mesh upper. A leather heel cap adds luxe texture.",4.9,58,2020-04-13 15:06:40
608,Women's adidas Originals Superstar Pure Shoes,10999.0,10999,0,Adidas ORIGINALS,"Originally made for basketball courts in the '70s. Championed by hip hop royalty in the '80s. An icon on the streets of today. The sturdy rubber shell toe was first designed to protect the toes of B-ball pros across America. For the purists at heart, we strip it back in this minimalist all-leather version. No more sports features. It's a true fashion take but unmistakably the adidas Superstar silhouette. Clean lines and intricate gold branding add a touch of class. Make a casual look chic or dress down your outfit for a special occasion? It works both ways.",4.2,54,2020-04-13 15:06:40
