,Factory Name,Factory Type,Product Type Type,"Nike, Inc. Brand(s)",Supplier Group,Address,City,State,Country / Region,Region,Total Workers,Line Workers,% Female Workers,% Migrant Workers
122,"ECLAT TEXTILE CO., LTD.",MATERIALS,Apparel,Nike,ECLAT,Number738 ZhonYang Road Shinjuang District,New Taipei City,New Taipei,Taiwan,N ASIA,970.0,168.0,86.0,2.5
123,Eko Egypt International,FINISHED GOODS,Apparel,Nike,MILTEKS,2nd Industrial Zone at City 6th October,Cairo,AI Jizah,Egypt,EMEA,479.0,234.0,68.0,0.0
124,"ELITE INVESTMENT WORLDWIDE CO., LTD",FINISHED GOODS,Apparel,Nike,TUNG MUNG,1657 3E NATIONAL ROAD,HO CHI MINH,Ho Chi Minh,Vietnam,SE ASIA,1411.0,1289.0,66.0,0.0
125,ENVA TEXTILE GROUP FOR SOCKS PRODUCTION SE,FINISHED GOODS,Apparel,Nike,ENVA TEXTILE GROUP,ISMAILIA PUBLIC FREE ZONE,ISMAILIA,AI Isma iliyah,Egypt,EMEA,169.0,138.0,59.0,0.0
126,EUN SUNG GLOBAL CO LTD (KOREA),MATERIALS,Footwear,Nike,EUN SUNG GLOBAL,39 DONGBUK RO 473 BEON GIL,"Gimhae, Gyeongnam",Gyeongsangnamdo,South Korea,N ASIA,31.0,13.0,38.0,0.0
127,EverTech Plastic Vietnam Company LTD Branch,FINISHED GOODS - COMPONENTS,Footwear,Nike,EVER TECH,Phuoc Hai Quarter Thai Hoa Town,Tan Uyen City,Bình Duong,Vietnam,SE ASIA,650.0,591.0,43.0,0.0
128,EVEREST TEXTILE CO LTD,MATERIALS,Apparel,Nike,EVEREST TEXTILE,No 256 Minghe Village,Tainan City,Tainan,Taiwan,N ASIA,1439.0,811.0,51.0,2.5
129,EVEREST TEXTILES CHINA,MATERIALS,Apparel,Nike,EVEREST TEXTILE,197 Baisha Road Xinghuo Development Zone,Shanghai,Shanghai,China,N ASIA,533.0,358.0,47.0,0.0
130,EVEREST TEXTILES THAILAND-V,MATERIALS,Apparel,Nike,EVEREST TEXTILE,49 Moo 1 Taladnadwatsoifa Road,Banpong,Ratchaburi,Thailand,SE ASIA,419.0,335.0,36.0,2.5
131,Evergreen Apparel Mfg.,FINISHED GOODS,Apparel,Nike,YY & ASSOCIATES,845 NE Century Blvd,Hillsboro,Oregon,USA,AMERICAS,21.0,16.0,75.0,0.0
132,"Evermax Garment Accessories (Cambodia)Co., LTD",MATERIALS,Apparel,Nike,MAXIM,Phum Trapeang Thnong,Khan Por Sen Chey,Phnom Penh,Cambodia,SE ASIA,67.0,50.0,44.0,2.5
133,FA.IS.A. d.o.o.,FINISHED GOODS,Equipment,Nike,GATTO,Sveti Vidal 32 B,Novigrad,Istarska županija,Croatia,EMEA,51.0,46.0,90.0,0.0
134,Fairway Enterprises Company Limited (India Branch),FINISHED GOODS,Footwear,Nike,FENG TAY,Ms  Fairway Enterprises Company Limited  Unit I,Krishnagiri,Tamil Nadu,India,S ASIA,4636.5,4012.0,80.0,0.0
135,Lotus Footwear Enterprises Ltd. (India Branch) - Unit 1,FINISHED GOODS,Footwear,Nike,FENG TAY,Plot No 3B SIPCOT Industrial Park,Thiruvannamalai,Tamil Nadu,India,S ASIA,4636.5,4012.0,52.0,0.0
136,FAR EASTERN,MATERIALS,Apparel,Nike,FAR EASTERN,No  1 Guojian 2nd Road,Taoyuan,Taoyuan,Taiwan,N ASIA,271.0,175.0,38.0,2.5
137,Far Eastern Apparal Suzhou Ltd. Co,FINISHED GOODS,Apparel,Nike,FAR EASTERN,88 Tianling RD,Suzhou,Jiangsu,China,N ASIA,785.0,514.0,91.0,0.0
138,Far Eastern Apparel (Vietnam) Limited,FINISHED GOODS,Apparel,Nike,FAR EASTERN,No 46 Dai Lo Tu Do Vietnam Singapore Industrial Park,Thuan An,Bình Duong,Vietnam,SE ASIA,3516.0,2732.0,65.0,0.0
139,Far Eastern Apparel Limited Vietnam,FINISHED GOODS,Apparel,Nike,FAR EASTERN,St 32 12A VSIP II A,Binh Duong,Bình Duong,Vietnam,SE ASIA,1371.0,1166.0,73.0,0.0
140,Far Eastern Dyeing & Finishing (SuZhou) LTD,MATERIALS,Apparel,Nike,FAR EASTERN,No 1588 Yinzhong S Road Hedong Industry Park,Suzhou,Jiangsu,China,N ASIA,647.0,232.0,41.0,0.0
141,Far Eastern New Apparel (Vietnam) Ltd (MDC),FINISHED GOODS,Apparel,Nike,FAR EASTERN,D1 Street Bac Dong Phu Industrial Park,Binh Phuoc,Bình Phuc,Vietnam,SE ASIA,3046.0,2136.0,78.0,0.0
142,FAR EASTERN POLYTEX (VIETNAM) LTD,MATERIALS,Apparel,Nike,FAR EASTERN,Land Lot B 5B CN Road DC Bau Bang Lai Uyen town,Bau Bang District,Bình Duong,Vietnam,SE ASIA,1101.0,476.0,31.0,0.0
143,"FASHION GARMENTS 2 CO., LTD",FINISHED GOODS,Apparel,Nike,HIRDARAMANI,Road 3 Bien Hoa Industrial Zone 1,Bien Hoa,Ðng Nai,Vietnam,SE ASIA,455.0,425.0,85.0,0.0
144,"FASHION GARMENTS 2 CO., LTD",FINISHED GOODS,Apparel,Nike,HIRDARAMANI,"Lot 4, Road 13A, Bien Hoa Industrial Zone 2, Long Binh Ward",Bien Hoa,Ðng Nai,Vietnam,SE ASIA,1832.0,1676.0,85.0,0.0
145,"Fashion Garments 2 Co., Ltd - Xuan Tay",FINISHED GOODS,Apparel,Nike,HIRDARAMANI,"Hamlet 1, Xuan Tay Commune, Cam My District, Dong Nai Pro",Cam My District,Ðng Nai,Vietnam,SE ASIA,686.0,598.0,89.0,0.0
146,"FASHION GARMENTS MEKONG CO., LTD",FINISHED GOODS,Apparel,Nike,FASHION GARMENTS,818B Highway 30 Hamlet 3 An Hoa Commune,Tam Nong ,Ðng Tháp,Vietnam,SE ASIA,1852.0,1702.0,66.0,0.0
147,"Feng Tay Enterprises Co., Ltd",FINISHED GOODS,Footwear,Nike,FENG TAY,No 52 Kegong 8th Road,Douliou,Yunlin,Taiwan,N ASIA,1828.0,282.0,50.0,0.0
148,FITA TEKSTIL KONF.LTD.STI,FINISHED GOODS,Apparel,Nike,YESIM,PANAYIR MAH  6 SELVILI SK,Bursa,Bursa,Turkey,EMEA,420.0,380.0,88.0,0.0
149,"Fjord, Ltd.",FINISHED GOODS,Apparel,Nike,TEGRA,3099 N Pacific Highway Suite 100,Woodburn,Oregon,USA,AMERICAS,106.0,94.0,95.0,0.0
150,FOOTMARK CAMBODIA CORPORATION,FINISHED GOODS,Apparel,Nike,FOOTMARK,Sangkat Kantouk  Khan Posencey,Phnom Penh,Kandaal,Cambodia,SE ASIA,144.0,135.0,84.0,0.0
151,"FORMOSA TAFFETA (CHANGSHU) CO., LTD",MATERIALS,Apparel,Nike,FORMOSA TAFFETA,No.15 Peng-Hu RD.,Changshu,Jiangsu,China,N ASIA,260.0,138.0,28.0,0.0
152,"FORMOSA TAFFETA CO., LTD.",MATERIALS,Apparel,Nike,FORMOSA TAFFETA,317 Shuliou Road,Touliou,Yunlin,Taiwan,N ASIA,1868.0,1442.0,38.0,2.5
153,"FORMOSA TAFFETA DONG NAI CO., LTD.",MATERIALS,Apparel,Nike,FORMOSA TAFFETA,Nhon Trach 3 Ind Zone Hiep Phuoc Town,Nhon Trach District,Ðng Nai,Vietnam,SE ASIA,1116.0,974.0,53.0,2.5
154,FORMOSA TAFFETA VIETNAM CO LTD,MATERIALS,Apparel,Nike,FORMOSA TAFFETA,Section 1 Nhut Chanh Com Ben Luc District,Ben Luc District,Long An,Vietnam,SE ASIA,1061.0,920.0,48.0,2.5
155,FORMOSA TING SHO ENT CO LTD (TAIWAN),MATERIALS,Footwear,Nike,FORMOSA TING SHO,NO 37 SEC 2 ZHONGSHAN RD DACUN,Changhua,Changhua,Taiwan,N ASIA,90.0,28.0,65.0,2.5
156,framas Korea,FINISHED GOODS - COMPONENTS,Footwear,Nike,FRAMAS,1426 Nakdong Street,Busan,Busan Gwangyeogsi,South Korea,N ASIA,45.0,19.0,10.0,0.0
157,"framas Korea Vina Co., Ltd",FINISHED GOODS - COMPONENTS,Footwear,Nike,FRAMAS,Workshop 1 to 5 Longthanh IP Longthanh District,Dong Nai,Ðng Nai,Vietnam,SE ASIA,782.0,479.0,41.0,0.0
158,"FREETREND INDUSTRIAL (VIETNAM) CO., LTD",FINISHED GOODS,Footwear,Nike,DEAN SHOES,Saigon Linh Trung,Thu Duc,Ho Chi Minh,Vietnam,SE ASIA,4636.5,4012.0,85.0,0.0
159,"Fu-Luh Shoes Co., LTD",FINISHED GOODS,Footwear,Nike,CHING LUH,Tri Yen Hamlet Tan Kim Commune Can Giuoc County,Long An,Long An,Vietnam,SE ASIA,4636.5,4012.0,76.0,0.0
160,"Fujian Lifeng Footwear Industrial Development CO.,LTD.",FINISHED GOODS,Footwear,Nike,FENG TAY,Wutang Town Hanjiang District Putian City Fujian Province ,Putian,Fujian,China,N ASIA,3837.0,3190.0,75.0,0.0
161,"Fujian San Feng Footwear Co.,Ltd",FINISHED GOODS,Footwear,Nike,FENG TAY,"No. 399, ChengMen Street, ChengMen Town, CangShan Districts",Fuzhou,Fujian,China,N ASIA,3453.0,2819.0,84.0,0.0
162,"Fujian Xiefeng Footwear Co.,Ltd.",FINISHED GOODS,Footwear,Nike,FENG TAY,"Xi Tian Wei Town,Licheng Distric",Putian,Fujian,China,N ASIA,4636.5,4012.0,76.0,0.0
163,"Future Garment Co., Ltd.",FINISHED GOODS,Apparel,Nike,HI TECH,211 18 26,Bangkok,Bangkok,Thailand,SE ASIA,434.0,358.0,66.0,2.5
164,Gain Lucky (Vietnam) Limited,MATERIALS,Apparel,Nike,SHENZHOU,NO 40 6 N14 Street,Phuoc Dong Ward,Tây Ninh,Vietnam,SE ASIA,4636.5,4012.0,46.0,0.0
165,GB LIGHT CO LTD,MATERIALS,Footwear,Nike,GB LIGHT,22 Beombang 3ro 30beon gil,Gangseo Gu,Busan Gwangyeogsi,South Korea,N ASIA,109.0,38.0,0.0,0.0
166,GB LIGHT CO LTD (VIETNAM),MATERIALS,Footwear,Nike,GB LIGHT,LOT B2 7,Thu Dau Mot,Bình Duong,Vietnam,SE ASIA,39.0,24.0,0.0,2.5
167,Germton Industrial Company Ltd.,FINISHED GOODS,Apparel,Nike,GERMTON,Dong Que Son IP Huong An  Que Son  Quang Nam Province,Huong An Town,Qung Nam,Vietnam,SE ASIA,2236.0,1852.0,89.0,0.0
168,Gianel Shoes srl,FINISHED GOODS,Footwear,Nike,GIANEL,ZONA INDUSTRIALE,CASARANO,Lecce,Italy,EMEA,157.0,152.0,92.0,2.5
169,GILDAN ACTIVEWEAR (HONTEX RN1),MATERIALS,Apparel,Nike,GILDAN,Zip San Miguel Vl Rio Nance Choloma Honduras,Choloma,Cortés,Honduras,AMERICAS,2.0,1.0,1.0,2.5
170,GILDAN HOSIERY RIO NANCE S de R.L.,FINISHED GOODS,Equipment,Nike,GILDAN,Zip San Miguel VI Rio Nance Km 15 and 5,Choloma,Yoro,Honduras,AMERICAS,1738.0,1737.0,21.0,0.0
171,"Global Sales and Warehousing, LLC",FINISHED GOODS,Equipment,Nike,GLOBAL SALES WAREHOUSING,1500 E 3rd St,Oxnard,California,USA,AMERICAS,38.0,27.0,33.0,0.0
172,GOLD LONG JOHN (INDONESIA),MATERIALS,Footwear,Nike,GOLD LONG JOHN,Jl Raya Batujajar KM 3 5 desa giriasih,Kecamatan Batujajar,Jawa Barat,Indonesia,S ASIA,297.0,184.0,10.0,2.5
173,GOLD LONG JOHN (TR1) (CHINA),MATERIALS,Footwear,Nike,GOLD LONG JOHN,NO 95 GAO PING INDUSTRIAL ZONE SAN JIAO TOWN,Zhongshan Guangdong,Guangdong,China,N ASIA,242.0,137.0,55.0,0.0
174,GOLD LONG JOHN (TR1) (TAIWAN),MATERIALS,Footwear,Nike,GOLD LONG JOHN,NO350  Fuxing Rd  Beidou Township,Changhua,Changhua,Taiwan,N ASIA,580.0,232.0,40.0,2.5
175,Gold Long John (Vietnam 2nd location),MATERIALS,Footwear,Nike,GOLD LONG JOHN,Road 25B Nhon Trach 2 Industrial Zone,Nhon Trach,Da Nang-- thanh ph,Vietnam,SE ASIA,580.0,476.0,67.0,2.5
176,GOLD LONG JOHN (VIETNAM),MATERIALS,Footwear,Nike,GOLD LONG JOHN,LOT NO 7 ROAD 5A  NHON TRACH 2 INDUSTRIAL ZONE,Dong Nai,Ðng Nai,Vietnam,SE ASIA,443.0,309.0,33.0,2.5
177,"Green TG Co., Ltd",FINISHED GOODS,Apparel,Nike,SNOGEN GREEN,"Lot AIII-11, Tan Huong Industrial Park , Tan Huong Ward,",Tien Giang,Tin Giang,Vietnam,SE ASIA,691.0,598.0,83.0,0.0
178,"GREEN VINA CO., LTD.",FINISHED GOODS,Apparel,Nike,SNOGEN GREEN,BINH DANG QUARTER BINH HOA WARD,THUAN AN,Bình Duong,Vietnam,SE ASIA,572.0,536.0,81.0,0.0
179,Greentech Headgear Company Limited ,FINISHED GOODS,Apparel,Nike,ASIAN SOURCING HEADWEAR,D02 Street Chau Duc Industrial Zone,CHAU DUC,Bà Ra - Vung Tàu,Vietnam,SE ASIA,2050.0,1436.0,58.0,0.0
180,"Guangdong Zhongyun Intelligent Manufacturing Garment Co., Ltd",FINISHED GOODS,Apparel,Nike,GZY,One of three buildings No11 Guangchen Road Jixi Xiaolan Town,ZHONGSHAN CITY,Guangdong,China,N ASIA,61.0,40.0,60.0,0.0
181,Guangzhou Yisetong Clothing Co.Ltd,FINISHED GOODS,Apparel,Nike,GUANGZHOU YISETONG,Jinshan Industrial Park 8 building 4F,Guangzhou,Guangdong,China,N ASIA,5.0,4.0,3.0,0.0
182,"H&L APPAREL(VIETNAM) CO.,LTD",FINISHED GOODS,Apparel,Nike,H&L,Lot D 11 CN My Phuoc 2 IP My Phuoc Ward,Ben Cat District,Bình Duong,Vietnam,SE ASIA,850.0,800.0,80.0,0.0
183,Ha Noi Garment No. 40 Joint Stock Company,FINISHED GOODS,Apparel,Nike,MAXPORT,88 Ha Dinh Thanh Xuan Dist,Ha Noi City,Ha Noi,Vietnam,SE ASIA,302.0,72.0,80.0,0.0
184,Haivina Hong Linh Co. Ltd,FINISHED GOODS,Equipment,Nike,HAIVINA HONG,Nam Hong Industrial Zone,Ha Tinh Province,Hà Tinh,Vietnam,SE ASIA,1283.0,1154.0,98.0,0.0
185,"Haiyan Golden Gate Socks Industry Co., Ltd",FINISHED GOODS,Equipment,Nike,HAIYAN,No 15 Zhangqiao Village,Haiyan,Zhejiang,China,N ASIA,65.0,44.0,52.0,0.0
186,HAYAFUJI,FINISHED GOODS,Footwear,Nike,HAYAFUJI,"96-9, Haradaniinui-cho, Ookitayama",Kyoto-shi,Kyoto,Japan,N ASIA,5.0,4.0,50.0,0.0
187,HAYLEYS FABRIC PLC ,MATERIALS,Apparel,Nike,MAS HOLDINGS,Nartupana Estate,Neboda,Kalutara,Sri Lanka,S ASIA,1667.0,1236.0,12.0,0.0
188,HESHAN TOP EAGLE GARMENT LTD.,FINISHED GOODS,Apparel,Nike,NICE APPAREL,NO 001 DISTRICT 3 OF HECHENG INDUSTRIAL PARK,Heshan,Guangdong,China,N ASIA,701.0,375.0,95.0,0.0
189,"HESHENG CO., LTD.",FINISHED GOODS,Equipment,Nike,HESHENG,Lot G14 Que Vo Industrial Park expansion,Bac Ninh,Bc Ninh,Vietnam,SE ASIA,64.0,59.0,55.0,2.5
190,"Hi-Tech Apparel Cambodia Co., Ltd.",FINISHED GOODS,Apparel,Nike,HI TECH,A35 36 Poipet ONeang Special EcoZone,Poipet,Banteay Mean Chey,Cambodia,SE ASIA,3300.0,2627.0,68.0,1.0
191,"HI TECH APPAREL CO LTD, BRANCH 70",FINISHED GOODS,Apparel,Nike,HI TECH,5 18 Soi suksawat,Bangkru,Samut Prakan,Thailand,SE ASIA,1135.0,912.0,60.0,2.5
192,Hi-Tech Apparel Co. Ltd.,FINISHED GOODS,Apparel,Nike,HI TECH,328 Prachauthit Rd  Thoongkru,Bangkok,Bangkok,Thailand,SE ASIA,1264.0,781.0,75.0,2.5
193,"HI-TECH APPAREL CO.,LTD. (SUPANBURI BRANCH)",FINISHED GOODS,Apparel,Nike,HI TECH,295 MOO 1 TAMBOL DONKAMYAN,Suphanburi,Suphan Buri,Thailand,SE ASIA,365.0,320.0,77.0,2.5
194,"Hi-Tech Chaiyaphum Apparel (2020) Co.,Ltd.",FINISHED GOODS,Apparel,Nike,HI TECH,9 Moo 11 Tambol Naseiw,Muang,Chaiyaphum,Thailand,SE ASIA,842.0,740.0,57.0,2.5
195,"Hi-Tech Chaiyaphum Apparel (2011) Co.,Ltd.",FINISHED GOODS,Apparel,Nike,HI TECH,999 Moo 3  Tumbol Ladyai   Amphur Muang,Muang,Chaiyaphum,Thailand,SE ASIA,1052.0,922.0,59.0,2.5
196,"Hi-Tech Surin Apparel co., ltd. (Branch 1)",FINISHED GOODS,Apparel,Nike,HI TECH,489 Moo 7,Thatoom,Surin,Thailand,SE ASIA,696.0,656.0,66.0,2.5
197,"Hi-Tech Viet Nam Apparel Co.,Ltd.",FINISHED GOODS,Apparel,Nike,HI TECH,"Block A3.2, Tay An Industrial Zone, Duy Trung Commune",Duy Xuyen District,Qung Nam,Vietnam,SE ASIA,1787.0,1771.0,84.0,0.0
198,Higuchi Kaban Kobo ,FINISHED GOODS,Equipment,Nike,CROSTER,2-4-18 Motogo,Saitama,Saitama,Japan,N ASIA,19.0,15.0,50.0,2.5
199,"Hip Keung (Cambodia) Manufacturing Co., Ltd.",FINISHED GOODS,Apparel,Nike,HIP KEUNG,Preah Khe Village Kahang Commune,Phnom Penh,Kampong Spueu,Cambodia,SE ASIA,723.0,694.0,80.0,1.0
200,"HONG SHENG LEATHER DONGGUAN IND. CO., LTD",FINISHED GOODS,Equipment,Nike,GUANG DER,No25,Dong Guan,Guangdong,China,N ASIA,1219.0,863.0,66.0,0.0
201,HONSIN APPAREL SDN. BHD.,FINISHED GOODS,Apparel,Nike,HONSIN,531 BATU 2 1 2,BATU PAHAT,Johor,Malaysia,S ASIA,957.0,878.0,24.0,2.5
202,Honways Apparel Shuyang Limited,FINISHED GOODS,Apparel,Nike,HONSIN,No 6 Jiaxing Road East Shuyang Economic Dev Zone,Jiangsu Province,Jiangsu,China,N ASIA,479.0,342.0,89.0,0.0
203,"Hoosier Manufacturing, Compania Limitada",FINISHED GOODS,Apparel,Nike,INDIANA KNITWEAR,18 Avenida 37-39 Zona 12,Guatemala,Guatemala,Guatemala,AMERICAS,424.0,401.0,57.0,0.0
204,HUA FENG (CHINA),MATERIALS,Footwear,Nike,HUA FENG TEXTILE,West side,Putian,Fujian,China,N ASIA,280.0,231.0,34.0,0.0
205,Hua Feng Haptic Vietnam,MATERIALS,Footwear,Nike,HUA FENG TEXTILE,4th floor of Textile Building,Nhon Trach,Ðng Nai,Vietnam,SE ASIA,90.0,81.0,50.0,2.5
206,HUAFENG HAPTIC,FINISHED GOODS - COMPONENTS,Footwear,Nike,HUA FENG TEXTILE,"GF Building D10, Hua Feng Sporting Goods Industrial Park",Putian,Fujian,China,N ASIA,92.0,75.0,64.0,0.0
207,Huaian Yuangtong Headwear Mfg Co Ltd,FINISHED GOODS,Apparel,Nike,ASIAN SOURCING HEADWEAR,NO 30 YAN HUANG AVENUE,HUAI AN,Jiangsu,China,N ASIA,702.0,567.0,82.0,0.0
208,HUBEI TOP EAGLE GARMENT LTD.,FINISHED GOODS,Apparel,Nike,NICE APPAREL,EAST INDUSTRIAL PARK ECONOMIC DVELOPMENT ZONE,Songzi Hubei,Hubei,China,N ASIA,343.0,278.0,93.0,0.0
209,HUNG LONG GARMENT AND SERVICE JOINT STOCK COMPANY,FINISHED GOODS,Apparel,Nike,HUNG LONG GARMENT,NGUYEN VAN LINH STREET,MY HAO,Hung Yên,Vietnam,SE ASIA,2300.0,2000.0,70.0,0.0
210,IMPULSE FASHION TAE HEE JOINT STOCK COMPANY,FINISHED GOODS,Apparel,Nike,IMPULSE FASHION COMPANY,Phu Bai Industrial Zone,HUE,Tha Thiên-Hu,Vietnam,SE ASIA,648.0,555.0,70.0,0.0
211,"INDUSTRIAS MERLET, S.A. DE C.V.",FINISHED GOODS,Apparel,Nike,INDUSTRIAS MERLET,Calle Circunvalacion No 3 Poligono A,Antiguo Cuscatlan ,La Libertad,El Salvador,AMERICAS,1068.0,949.0,60.0,0.0
212,INJEXTECH INC.,FINISHED GOODS,Equipment,Nike,TAROKO INTERNATIONAL,No 407 Ben Tien Road Sec 2 An Nan District,Tainan,Tainan,Taiwan,N ASIA,140.0,120.0,48.0,2.5
213,Interloop Limited,FINISHED GOODS,Apparel,Nike,INTERLOOP,7 km Khurrianwala Jaranwala Road,Faisalabad,Punjab,Pakistan,S ASIA,4636.5,4012.0,10.0,0.0
214,Iruna Comunicacion Textil - SERISUR,FINISHED GOODS,Apparel,Nike,IRUNA,Poligono Industrial La Rosa V,Chauchina-Granada,Andalucía,Spain,EMEA,16.0,13.0,50.0,0.0
215,ISA INDUSTRIAL CO LTD (HESHAN) (CHINA),MATERIALS,Footwear,Nike,ISA,No  1 Xingli Road Hecheng Town,Heshan,Guangdong,China,N ASIA,538.0,448.0,45.0,2.5
216,ISA INDUSTRIAL CO LTD (VIETNAM),MATERIALS,Footwear,Nike,ISA,LOT M2 M3 VIET HUONG 2 INDUSTRIAL ZONE AN TAY VILLAGE,Binh Duong,Bình Duong,Vietnam,SE ASIA,610.0,560.0,48.0,2.5
217,Jade Apparel Industries,FINISHED GOODS,Apparel,Nike,YESIM,3RD INDUSTRIAL ZONE,ALEXANDRIA,AI Iskandariyah,Egypt,EMEA,885.0,614.0,34.0,2.0
218,Jade Apparel Industries SAE,FINISHED GOODS,Apparel,Nike,YESIM,New Borg El Arab city,Alexandria,AI Iskandariyah,Egypt,EMEA,1142.0,587.0,20.0,2.5
219,Jade Textile Egypt,FINISHED GOODS,Apparel,Nike,YESIM,A 6 Zone 103 and 104,10th of Ramadan City,Ash Sharqiyah,Egypt,EMEA,3504.0,2645.0,29.0,2.5
220,Jade textile Ismailia S.A.E,FINISHED GOODS,Apparel,Nike,YESIM,200 acres El Mostakbel Are Ismailia public Free Zone,Ismailia,AI Isma iliyah,Egypt,EMEA,3149.0,1975.0,34.0,2.5
221,"Jiangsu Asian Sourcing Headwear MFG. CO., Ltd",FINISHED GOODS,Apparel,Nike,ASIAN SOURCING HEADWEAR,No  2 South Guangzhou Road,Huai An,Jiangsu,China,N ASIA,1170.0,929.0,86.0,0.0
222,"JiangSu HongBao Sporting Goods Co., Ltd.",FINISHED GOODS,Equipment,Nike,YEGIN,No 3 Building ShangShui Industry,HuaiAn,Jiangsu,China,N ASIA,278.0,239.0,86.0,0.0
223,"Jiangxi Guangyou Shoetown Footwear Co., Ltd.",FINISHED GOODS,Footwear,Nike,SHOETOWN,"Xiangtang village, Xiangtang town",Nanchang,Jiangxi,China,N ASIA,1541.0,1196.0,84.0,0.0
224,"JIAXING KANAAN BAG R&D CO.,LTD",FINISHED GOODS,Equipment,Nike,KANAAN,Industrial Zone Qixing Town Nanhu District,Jiaxiang,Zhejiang,China,N ASIA,127.0,30.0,80.0,0.0
225,"JIAXING QUANG VIET GARMENT CO., LTD.",FINISHED GOODS,Apparel,Nike,QUANG VIET,Pingxingxian Tongxinduan 318 Xindai Town,Ping Hu,Zhejiang,China,N ASIA,1401.0,1272.0,62.0,0.0
226,JK GARMENTS PVT LTD,FINISHED GOODS,Apparel,Nike,HONSIN,MADAGALLA ROAD IBBAGAMUWA,KURUNEGALA,Kurunegala,Sri Lanka,S ASIA,1018.0,767.0,86.0,0.0
227,"JOONGANG DYEING FABRIC CO., LTD",MATERIALS,Footwear,Nike,JOONGANG TEXTILE,17 Hasinbeonyeong ro,Busan,Busan Gwangyeogsi,South Korea,N ASIA,22.0,17.0,12.0,2.5
228,JOONGANG TEXTILE CO LTD (WARP/WEFT KNIT),MATERIALS,Footwear,Nike,JOONGANG TEXTILE,15 Dadae ro 320beon gil,Busan,Busan Gwangyeogsi,South Korea,N ASIA,75.0,28.0,43.0,2.5
229,"JOV GARMENT ACCESSORIAL MATERIAL CO., LTD",MATERIALS,Apparel,Nike,JOV GARMENT ACCESSORIAL MATERIAL,No 226 Pengfeng Road Dakun Industrial Zone,Songjiang,Shanghai,China,N ASIA,117.0,66.0,46.0,0.0
230,"K-L MFG. CO., INC.",FINISHED GOODS,Apparel,Nike,K&L MANUFACTURING,2438 North Ruby Street,Spokane,Washington,USA,AMERICAS,98.0,94.0,61.0,0.0
231,Kartli Textile Ltd,FINISHED GOODS,Apparel,Nike,MILTEKS,20 Gagarini street,Rustavi,Tbilisi,Georgia,EMEA,1278.0,1183.0,97.0,0.0
232,"Kim's Embroidery, Inc.",FINISHED GOODS,Apparel,Nike,KIMS EMBROIDERY,8770 SW Burnham Street,Portland,Oregon,USA,AMERICAS,5.0,3.0,60.0,0.0
233,"KITAI CO., LTD",FINISHED GOODS,Apparel,Nike,KITAI,32 taka,kashiba,Nara,Japan,N ASIA,73.0,61.0,65.0,2.0
234,"KKN Apparel Co.,ltd",FINISHED GOODS,Apparel,Nike,NICE APPAREL,KKSEZ Neangkok Paklong Commune  Modulsiem Koh Kong  Cambodia,Koh Kong,Kaoh Kong,Cambodia,SE ASIA,4636.5,4012.0,62.0,0.0
235,"Kunshan Sabrina Clothes Making Co., Ltd.",FINISHED GOODS,Apparel,Nike,SABRINA,No 31 Kongxiang East Road,Kunshan,Jiangsu,China,N ASIA,860.0,751.0,90.0,0.0
236,KUO YUEN (TR1) (CHINA),MATERIALS,Footwear,Nike,KUO YUEN,NO 2 Jing Cheng 2 Road Huang Jiang Dong Guan China,Dongguan,Guangdong,China,N ASIA,205.0,152.0,41.0,0.0
237,KUO YUEN (VIETNAM),MATERIALS,Footwear,Nike,KUO YUEN,NHON TRACH 3 INDUSTRIAL ZONE NHON TRACH DISTRICT,Dong Nai,Ðng Nai,Vietnam,SE ASIA,252.0,183.0,70.0,2.5
238,KUO YUEN (VIETNAM) TAY NINH,MATERIALS,Footwear,Nike,KUO YUEN,Thanh Thanh Cong Industrial Zone,Trang Bang,Tây Ninh,Vietnam,SE ASIA,414.0,347.0,40.0,2.5
239,KURARAY CO LTD (CLARINO) (TR1) (TR1) (CHINA),MATERIALS,Footwear,Nike,KURARAY,NO 1568 Dongfang Road Jiaxing,Jiaxing Zhejiang,Zhejiang,China,N ASIA,390.0,200.0,60.0,0.0
240,KURARAY CO LTD (CLARINO) (TR1) (TR1) (TAIWAN),MATERIALS,Footwear,Nike,KURARAY,1 2 1  Kaigan dori  Minami ku,Osaka,Okayama,Japan,N ASIA,1700.0,1400.0,40.0,0.0
241,KURARAY CO LTD (CLARINO) (TR1) (VIETNAM),MATERIALS,Footwear,Nike,KURARAY,NO 9 8TH STREET VSIP THUAN AN DISTRICT,THUAN AN CITY,Bình Duong,Vietnam,SE ASIA,130.0,100.0,50.0,2.5
242,League Optical(Zhongshan) Workshop Limited,FINISHED GOODS,Equipment,Nike,ARTS OPTICAL,Yaguan building 3,Zhongshan ,Guangdong,China,N ASIA,67.0,60.0,51.0,0.0
243,SP Apparel Inc.,FINISHED GOODS,Apparel,Nike,SP APPAREL,6935 rue Picard,St-Hyacinthe,Quebec,Canada,AMERICAS,255.0,200.0,80.0,2.5
244,"LI CHENG ENTERPRISE CO.,LTD",FINISHED GOODS - COMPONENTS,Footwear,Nike,LI CHENG ENTERPRISE,NO 5 DOU KUNG 12 ROAD DOU LIU CITY,Yun-Lin Hsien,Yunlin,Taiwan,N ASIA,360.0,211.0,44.0,2.5
